No,docid,reg,postype,wordcat,wid,wcorresp,wstatus,lemma,word,metaphor,id,corresp,status,morph,order,type,mettext,DELMET,delmetadditionalinfo,nonmrw_mrw,eight_word_classes,register,widlii,del_nondel_widlii,six_word_classes,sid,pnum,snum,sindex,windex,wcount,scount,plen,slen,sentence_id,sentence
58973,al2-fragment23,news,PNP,PN,-,-,-,they,them,mrw,-,-,-,n,-,impl,them,0,,1,3,4,0,0,6,266,11,15,1,40,414,17,1,40,al2-fragment23_15,"Peter Nutting, who led the association of Outhwaite members to a succesful settlement, said hesympathised with Gooda Walker names, but “if the names were not going to pay these calls, who did they think was going to pay them ?”"
58975,al2-fragment23,news,NN2,N,-,-,-,member,members,mrw,-,-,-,n,-,met,members,0,,1,4,4,0,0,3,267,12,16,1,2,414,17,1,26,al2-fragment23_16,"Meanwhile, members who were not part of the £ 116 m Outhwaite out-of-court settlement have voted to press their claims for compensation through the 1992 Outhwaite Names Association."
58979,al2-fragment23,news,NN1,N,-,-,-,part,part,mrw,-,-,-,n,-,met,part,0,,1,4,4,0,0,3,267,12,16,1,6,414,17,1,26,al2-fragment23_16,"Meanwhile, members who were not part of the £ 116 m Outhwaite out-of-court settlement have voted to press their claims for compensation through the 1992 Outhwaite Names Association."
58985,al2-fragment23,news,NN1,N,-,-,-,settlement,settlement,mrw,-,-,-,n,-,met,settlement,0,,1,4,4,0,0,3,267,12,16,1,12,414,17,1,26,al2-fragment23_16,"Meanwhile, members who were not part of the £ 116 m Outhwaite out-of-court settlement have voted to press their claims for compensation through the 1992 Outhwaite Names Association."
58989,al2-fragment23,news,VVI,V,-,-,-,press,press,mrw,-,-,-,n,-,met,press,0,,1,6,4,0,0,4,267,12,16,1,16,414,17,1,26,al2-fragment23_16,"Meanwhile, members who were not part of the £ 116 m Outhwaite out-of-court settlement have voted to press their claims for compensation through the 1992 Outhwaite Names Association."
58990,al2-fragment23,news,DPS,DP,-,-,-,they,their,mrw,-,-,-,n,-,impl,their,0,,1,8,4,0,0,6,267,12,16,1,17,414,17,1,26,al2-fragment23_16,"Meanwhile, members who were not part of the £ 116 m Outhwaite out-of-court settlement have voted to press their claims for compensation through the 1992 Outhwaite Names Association."
58994,al2-fragment23,news,PRP,PR,-,-,-,through,through,mrw,-,-,-,n,-,met,through,0,,1,5,4,0,0,5,267,12,16,1,21,414,17,1,26,al2-fragment23_16,"Meanwhile, members who were not part of the £ 116 m Outhwaite out-of-court settlement have voted to press their claims for compensation through the 1992 Outhwaite Names Association."
59001,al2-fragment23,news,VVZ,V,-,-,-,plan,plans,mrw,-,-,double,n,-,met,plans,0,,1,6,4,0,0,4,268,13,17,1,2,414,17,1,14,al2-fragment23_17,It plans to issue a protective writ but is hoping to achieve a settlement.
59005,al2-fragment23,news,AJ0,AJ,-,-,-,protective,protective,mrw,-,-,-,n,-,met,protective,0,,1,1,4,0,0,1,268,13,17,1,6,414,17,1,14,al2-fragment23_17,It plans to issue a protective writ but is hoping to achieve a settlement.
59009,al2-fragment23,news,VVG,V,-,-,-,hope,hoping,mrw,-,-,PP,n,-,met,hoping,0,,1,6,4,0,0,4,268,13,17,1,10,414,17,1,14,al2-fragment23_17,It plans to issue a protective writ but is hoping to achieve a settlement.
59011,al2-fragment23,news,VVI,V,-,-,-,achieve,achieve,mrw,-,-,PP,n,-,met,achieve,0,,1,6,4,0,0,4,268,13,17,1,12,414,17,1,14,al2-fragment23_17,It plans to issue a protective writ but is hoping to achieve a settlement.
59013,al2-fragment23,news,NN1,N,-,-,-,settlement,settlement,mrw,-,-,-,n,-,met,settlement,0,,1,4,4,0,0,3,268,13,17,1,14,414,17,1,14,al2-fragment23_17,It plans to issue a protective writ but is hoping to achieve a settlement.
59023,al5-fragment03,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,15,1,1,1,10,835,38,1,20,al5-fragment03_1,“The NHS is not for sale” Virginia Bottomley talks to George Jones in her first interview since joining the Cabinet
59026,al5-fragment03,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,15,1,1,1,13,835,38,1,20,al5-fragment03_1,“The NHS is not for sale” Virginia Bottomley talks to George Jones in her first interview since joining the Cabinet
59031,al5-fragment03,news,VVG,V,-,-,-,join,joining,mrw,-,-,-,n,-,met,joining,0,,1,6,4,0,0,4,15,1,1,1,18,835,38,1,20,al5-fragment03_1,“The NHS is not for sale” Virginia Bottomley talks to George Jones in her first interview since joining the Cabinet
59044,al5-fragment03,news,VVD,V,-,-,-,set,set,mrw,-,-,-,n,-,met,set,0,,1,6,4,0,0,4,17,3,3,1,8,835,38,1,22,al5-fragment03_3,"THE NEW Health Secretary, Mrs Virginia Bottomley, set herself an ambitious target yesterday — to “take the politics” out of the National Health Service."
59047,al5-fragment03,news,AJ0,AJ,-,-,-,ambitious,ambitious,mrw,-,-,-,n,-,met,ambitious,0,,1,1,4,0,0,1,17,3,3,1,11,835,38,1,22,al5-fragment03_3,"THE NEW Health Secretary, Mrs Virginia Bottomley, set herself an ambitious target yesterday — to “take the politics” out of the National Health Service."
59048,al5-fragment03,news,NN1,N,-,-,-,target,target,mrw,-,-,-,n,-,met,target,0,,1,4,4,0,0,3,17,3,3,1,12,835,38,1,22,al5-fragment03_3,"THE NEW Health Secretary, Mrs Virginia Bottomley, set herself an ambitious target yesterday — to “take the politics” out of the National Health Service."
59051,al5-fragment03,news,VVI,V,-,-,-,take,take,mrw,-,-,-,n,-,met,take,0,,1,6,4,0,0,4,17,3,3,1,15,835,38,1,22,al5-fragment03_3,"THE NEW Health Secretary, Mrs Virginia Bottomley, set herself an ambitious target yesterday — to “take the politics” out of the National Health Service."
59054,al5-fragment03,news,PRP,PR,-,-,-,out of,out of,mrw,-,-,-,n,-,met,out of,0,,1,5,4,0,0,5,17,3,3,1,18,835,38,1,22,al5-fragment03_3,"THE NEW Health Secretary, Mrs Virginia Bottomley, set herself an ambitious target yesterday — to “take the politics” out of the National Health Service."
59067,al5-fragment03,news,NN1,N,-,-,-,stability,stability,mrw,-,-,-,n,-,met,stability,0,,1,4,4,0,0,3,18,4,4,1,9,835,38,1,42,al5-fragment03_4,"But her desire to provide a period of stability for nearly one million people employed by the NHS is coupled with a fierce determination to maintain the momentum of reform, with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s."
59073,al5-fragment03,news,VVN,V,-,-,-,employ,employed,mrw,-,-,PP,n,-,met,employed,0,,1,6,4,0,0,4,18,4,4,1,15,835,38,1,42,al5-fragment03_4,"But her desire to provide a period of stability for nearly one million people employed by the NHS is coupled with a fierce determination to maintain the momentum of reform, with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s."
59078,al5-fragment03,news,VVN,V,-,-,-,couple,coupled,mrw,-,-,-,n,-,met,coupled,0,,1,6,4,0,0,4,18,4,4,1,20,835,38,1,42,al5-fragment03_4,"But her desire to provide a period of stability for nearly one million people employed by the NHS is coupled with a fierce determination to maintain the momentum of reform, with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s."
59079,al5-fragment03,news,PRP,PR,-,-,-,with,with,mrw,-,-,-,n,-,met,with,0,,1,5,4,0,0,5,18,4,4,1,21,835,38,1,42,al5-fragment03_4,"But her desire to provide a period of stability for nearly one million people employed by the NHS is coupled with a fierce determination to maintain the momentum of reform, with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s."
59084,al5-fragment03,news,VVI,V,-,-,-,maintain,maintain,mrw,-,-,-,n,-,met,maintain,0,,1,6,4,0,0,4,18,4,4,1,26,835,38,1,42,al5-fragment03_4,"But her desire to provide a period of stability for nearly one million people employed by the NHS is coupled with a fierce determination to maintain the momentum of reform, with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s."
59086,al5-fragment03,news,NN1,N,-,-,-,momentum,momentum,mrw,-,-,-,n,-,met,momentum,0,,1,4,4,0,0,3,18,4,4,1,28,835,38,1,42,al5-fragment03_4,"But her desire to provide a period of stability for nearly one million people employed by the NHS is coupled with a fierce determination to maintain the momentum of reform, with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s."
59089,al5-fragment03,news,PRP,PR,-,-,-,with,with,mrw,-,-,-,n,-,met,with,0,,1,5,4,0,0,5,18,4,4,1,31,835,38,1,42,al5-fragment03_4,"But her desire to provide a period of stability for nearly one million people employed by the NHS is coupled with a fierce determination to maintain the momentum of reform, with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s."
59098,al5-fragment03,news,PRP,PR,-,-,-,by,by,mrw,-,-,-,n,-,met,by,0,,1,5,4,0,0,5,18,4,4,1,40,835,38,1,42,al5-fragment03_4,"But her desire to provide a period of stability for nearly one million people employed by the NHS is coupled with a fierce determination to maintain the momentum of reform, with the overwhelming majority of hospitals becoming self-governing trusts by the mid-1990s."
59102,al5-fragment03,news,VVD-VVN,V,-,-,-,seek,sought,mrw,-,-,PP,n,-,met,sought,0,,1,6,4,0,0,4,19,5,5,1,2,835,38,2,22,al5-fragment03_5,"Labour sought to turn the general election into a referendum on the NHS, asking also voters for a mandate to reverse the changes."
59104,al5-fragment03,news,VVI,V,-,-,-,turn,turn,mrw,-,-,-,n,-,met,turn,0,,1,6,4,0,0,4,19,5,5,1,4,835,38,2,22,al5-fragment03_5,"Labour sought to turn the general election into a referendum on the NHS, asking also voters for a mandate to reverse the changes."
59108,al5-fragment03,news,PRP,PR,-,-,-,into,into,mrw,-,-,-,n,-,met,into,0,,1,5,4,0,0,5,19,5,5,1,8,835,38,2,22,al5-fragment03_5,"Labour sought to turn the general election into a referendum on the NHS, asking also voters for a mandate to reverse the changes."
59111,al5-fragment03,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,19,5,5,1,11,835,38,2,22,al5-fragment03_5,"Labour sought to turn the general election into a referendum on the NHS, asking also voters for a mandate to reverse the changes."
59114,al5-fragment03,news,VVG,V,-,-,-,ask,asking,mrw,-,-,PP,n,-,met,asking,0,,1,6,4,0,0,4,19,5,5,1,14,835,38,2,22,al5-fragment03_5,"Labour sought to turn the general election into a referendum on the NHS, asking also voters for a mandate to reverse the changes."
59120,al5-fragment03,news,VVI,V,-,-,-,reverse,reverse,mrw,-,-,double,n,-,met,reverse,0,,1,6,4,0,0,4,19,5,5,1,20,835,38,2,22,al5-fragment03_5,"Labour sought to turn the general election into a referendum on the NHS, asking also voters for a mandate to reverse the changes."
59139,al5-fragment03,news,VVI,V,-,-,-,give,give,mrw,-,-,-,n,-,met,give,0,,1,6,4,0,0,4,20,5,6,2,17,835,38,2,27,al5-fragment03_6,"Mrs Bottomley is convinced the Tory victory provides the opportunity to entrench the reforms — and to give doctors, nurses and managers the confidence to make them work."
59147,al5-fragment03,news,VVI,V,-,-,-,make,make,mrw,-,-,-,n,-,met,make,0,,1,6,4,0,0,4,20,5,6,2,25,835,38,2,27,al5-fragment03_6,"Mrs Bottomley is convinced the Tory victory provides the opportunity to entrench the reforms — and to give doctors, nurses and managers the confidence to make them work."
59149,al5-fragment03,news,VVI,V,-,-,-,work,work,mrw,-,-,-,n,-,met,work,0,,1,6,4,0,0,4,20,5,6,2,27,835,38,2,27,al5-fragment03_6,"Mrs Bottomley is convinced the Tory victory provides the opportunity to entrench the reforms — and to give doctors, nurses and managers the confidence to make them work."
59150,al5-fragment03,news,PRP,PR,-,-,-,in,In,mrw,-,-,-,n,-,met,In,0,,1,5,4,0,0,5,21,6,7,1,1,835,38,1,34,al5-fragment03_7,"In her first full interview since being appointed Health Secretary, she said the election result, and Mr Major's unequivocal commitment to the NHS, had finally “nailed the lie” about privatisation of healthcare."
59153,al5-fragment03,news,AJ0,AJ,-,-,-,full,full,mrw,-,-,-,n,-,met,full,0,,1,1,4,0,0,1,21,6,7,1,4,835,38,1,34,al5-fragment03_7,"In her first full interview since being appointed Health Secretary, she said the election result, and Mr Major's unequivocal commitment to the NHS, had finally “nailed the lie” about privatisation of healthcare."
59171,al5-fragment03,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,21,6,7,1,22,835,38,1,34,al5-fragment03_7,"In her first full interview since being appointed Health Secretary, she said the election result, and Mr Major's unequivocal commitment to the NHS, had finally “nailed the lie” about privatisation of healthcare."
59176,al5-fragment03,news,VVN,V,-,-,-,nail,nailed,mrw,-,-,-,n,-,met,nailed,0,,1,6,4,0,0,4,21,6,7,1,27,835,38,1,34,al5-fragment03_7,"In her first full interview since being appointed Health Secretary, she said the election result, and Mr Major's unequivocal commitment to the NHS, had finally “nailed the lie” about privatisation of healthcare."
59179,al5-fragment03,news,PRP,PR,-,-,-,about,about,mrw,-,-,-,n,-,met,about,0,,1,5,4,0,0,5,21,6,7,1,30,835,38,1,34,al5-fragment03_7,"In her first full interview since being appointed Health Secretary, she said the election result, and Mr Major's unequivocal commitment to the NHS, had finally “nailed the lie” about privatisation of healthcare."
59197,al5-fragment03,news,VVI,V,-,-,-,continue,continue,mrw,-,-,PP,n,-,met,continue,0,,1,6,4,0,0,4,24,7,10,3,3,835,38,3,22,al5-fragment03_10,"It will continue to be true to its founding principles, available to all and free at the point of delivery,” she said."
59200,al5-fragment03,news,AJ0,AJ,-,-,-,TRUE,TRUE,mrw,-,-,-,n,-,met,TRUE,0,,1,1,4,0,0,1,24,7,10,3,6,835,38,3,22,al5-fragment03_10,"It will continue to be true to its founding principles, available to all and free at the point of delivery,” she said."
59201,al5-fragment03,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,24,7,10,3,7,835,38,3,22,al5-fragment03_10,"It will continue to be true to its founding principles, available to all and free at the point of delivery,” she said."
59203,al5-fragment03,news,AJ0-NN1,AJ,-,-,-,founding,founding,mrw,-,-,-,n,-,met,founding,0,,1,1,4,0,0,1,24,7,10,3,9,835,38,3,22,al5-fragment03_10,"It will continue to be true to its founding principles, available to all and free at the point of delivery,” she said."
59206,al5-fragment03,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,24,7,10,3,12,835,38,3,22,al5-fragment03_10,"It will continue to be true to its founding principles, available to all and free at the point of delivery,” she said."
59209,al5-fragment03,news,AJ0,AJ,-,-,-,free,free,mrw,-,-,-,n,-,met,free,0,,1,1,4,0,0,1,24,7,10,3,15,835,38,3,22,al5-fragment03_10,"It will continue to be true to its founding principles, available to all and free at the point of delivery,” she said."
59210,al5-fragment03,news,PRP,PR,-,-,-,at,at,mrw,-,-,-,n,-,met,at,0,,1,5,4,0,0,5,24,7,10,3,16,835,38,3,22,al5-fragment03_10,"It will continue to be true to its founding principles, available to all and free at the point of delivery,” she said."
59212,al5-fragment03,news,NN1,N,-,-,-,point,point,mrw,-,-,-,n,-,met,point,0,,1,4,4,0,0,3,24,7,10,3,18,835,38,3,22,al5-fragment03_10,"It will continue to be true to its founding principles, available to all and free at the point of delivery,” she said."
59214,al5-fragment03,news,NN1,N,-,-,-,delivery,delivery,mrw,-,-,-,n,-,met,delivery,0,,1,4,4,0,0,3,24,7,10,3,20,835,38,3,22,al5-fragment03_10,"It will continue to be true to its founding principles, available to all and free at the point of delivery,” she said."
59218,al5-fragment03,news,VVD,V,-,-,-,recall,recalled,mrw,-,-,-,n,-,met,recalled,0,,1,6,4,0,0,4,25,8,11,1,2,835,38,3,24,al5-fragment03_11,She recalled a promise made by Mr Major when he became Prime Minister: that he would work for a nation at ease with itself.
59221,al5-fragment03,news,VVN,V,-,-,-,make,made,mrw,-,-,-,n,-,met,made,0,,1,6,4,0,0,4,25,8,11,1,5,835,38,3,24,al5-fragment03_11,She recalled a promise made by Mr Major when he became Prime Minister: that he would work for a nation at ease with itself.
59237,al5-fragment03,news,PRP,PR,-,-,-,at,at,mrw,-,-,-,n,-,met,at,0,,1,5,4,0,0,5,25,8,11,1,21,835,38,3,24,al5-fragment03_11,She recalled a promise made by Mr Major when he became Prime Minister: that he would work for a nation at ease with itself.
59238,al5-fragment03,news,NN1,N,-,-,-,ease,ease,mrw,-,-,PP,n,-,met,ease,0,,1,4,4,0,0,3,25,8,11,1,22,835,38,3,24,al5-fragment03_11,She recalled a promise made by Mr Major when he became Prime Minister: that he would work for a nation at ease with itself.
59239,al5-fragment03,news,PRP,PR,-,-,-,with,with,mrw,-,-,double,n,-,met,with,0,,1,5,4,0,0,5,25,8,11,1,23,835,38,3,24,al5-fragment03_11,She recalled a promise made by Mr Major when he became Prime Minister: that he would work for a nation at ease with itself.
59244,al5-fragment03,news,VVI,V,-,-,-,see,see,mrw,-,-,-,n,-,met,see,0,,1,6,4,0,0,4,26,8,12,2,4,835,38,3,18,al5-fragment03_12,“I want to see a health service at ease with itself— optimistic and confident about its essential work.
59248,al5-fragment03,news,PRP,PR,-,-,-,at,at,mrw,-,-,-,n,-,met,at,0,,1,5,4,0,0,5,26,8,12,2,8,835,38,3,18,al5-fragment03_12,“I want to see a health service at ease with itself— optimistic and confident about its essential work.
59249,al5-fragment03,news,NN1,N,-,-,-,ease,ease,mrw,-,-,PP,n,-,met,ease,0,,1,4,4,0,0,3,26,8,12,2,9,835,38,3,18,al5-fragment03_12,“I want to see a health service at ease with itself— optimistic and confident about its essential work.
59250,al5-fragment03,news,PRP,PR,-,-,-,with,with,mrw,-,-,double,n,-,met,with,0,,1,5,4,0,0,5,26,8,12,2,10,835,38,3,18,al5-fragment03_12,“I want to see a health service at ease with itself— optimistic and confident about its essential work.
59252,al5-fragment03,news,AJ0,AJ,-,-,-,optimistic,optimistic,mrw,-,-,PP,n,-,met,optimistic,0,,1,1,4,0,0,1,26,8,12,2,12,835,38,3,18,al5-fragment03_12,“I want to see a health service at ease with itself— optimistic and confident about its essential work.
59254,al5-fragment03,news,AJ0,AJ,-,-,-,confident,confident,mrw,-,-,PP,n,-,met,confident,0,,1,1,4,0,0,1,26,8,12,2,14,835,38,3,18,al5-fragment03_12,“I want to see a health service at ease with itself— optimistic and confident about its essential work.
59255,al5-fragment03,news,PRP,PR,-,-,-,about,about,mrw,-,-,-,n,-,met,about,0,,1,5,4,0,0,5,26,8,12,2,15,835,38,3,18,al5-fragment03_12,“I want to see a health service at ease with itself— optimistic and confident about its essential work.
59263,al5-fragment03,news,VVZ,V,-,-,-,touch,touches,mrw,-,-,-,n,-,met,touches,0,,1,6,4,0,0,4,27,8,13,3,5,835,38,3,14,al5-fragment03_13,"Health is something which touches every individual and family in the country,” she said."
59283,al5-fragment03,news,VVI,V,-,-,-,change,change,mrw,-,-,-,n,-,met,change,0,,1,6,4,0,0,4,29,9,15,2,6,835,38,3,7,al5-fragment03_15,An organisation that doesn’t change fossilises.
59284,al5-fragment03,news,NN2,N,-,-,-,fossilise,fossilises,mrw,-,-,-,n,-,met,fossilises,0,,1,4,4,0,0,3,29,9,15,2,7,835,38,3,7,al5-fragment03_15,An organisation that doesn’t change fossilises.
59291,al5-fragment03,news,PRP,PR,-,-,-,by,By,mrw,-,-,-,n,-,met,By,0,,1,5,4,0,0,5,31,10,17,1,1,835,38,2,19,al5-fragment03_17,"By next year, she is confident that two thirds of hospitals will have become self-governing trusts within the NHS."
59292,al5-fragment03,news,ORD,OR,-,-,-,next,next,mrw,-,-,-,n,-,met,next,0,,1,8,4,0,0,6,31,10,17,1,2,835,38,2,19,al5-fragment03_17,"By next year, she is confident that two thirds of hospitals will have become self-governing trusts within the NHS."
59307,al5-fragment03,news,PRP,PR,-,-,-,within,within,mrw,-,-,-,n,-,met,within,0,,1,5,4,0,0,5,31,10,17,1,17,835,38,2,19,al5-fragment03_17,"By next year, she is confident that two thirds of hospitals will have become self-governing trusts within the NHS."
59311,al5-fragment03,news,VVD,V,-,-,-,pledge,pledged,mrw,-,-,-,n,-,met,pledged,0,,1,6,4,0,0,4,32,10,18,2,2,835,38,2,23,al5-fragment03_18,"She pledged that the Government would safeguard those that did not opt for trust status, but she expected this to be a minority."
59321,al5-fragment03,news,VVI,V,-,-,-,opt,opt,mrw,-,-,PP,n,-,met,opt,0,,1,6,4,0,0,4,32,10,18,2,12,835,38,2,23,al5-fragment03_18,"She pledged that the Government would safeguard those that did not opt for trust status, but she expected this to be a minority."
59324,al5-fragment03,news,NN1,N,-,-,-,status,status,mrw,-,-,PP,n,-,met,status,0,,1,4,4,0,0,3,32,10,18,2,15,835,38,2,23,al5-fragment03_18,"She pledged that the Government would safeguard those that did not opt for trust status, but she expected this to be a minority."
59328,al5-fragment03,news,DT0,DT,-,-,-,this,this,mrw,-,-,-,n,-,met,this,0,,1,3,4,0,0,6,32,10,18,2,19,835,38,2,23,al5-fragment03_18,"She pledged that the Government would safeguard those that did not opt for trust status, but she expected this to be a minority."
59337,al5-fragment03,news,VVI,V,-,-,-,encourage,encourage,mrw,-,-,-,n,-,met,encourage,0,,1,6,4,0,0,4,33,11,19,1,5,835,38,1,35,al5-fragment03_19,The Government will also encourage more family doctors to hold budgets to “buy” services for patients and is looking at ways to enable smaller practices to team up to secure the advantages of fund holding.
59342,al5-fragment03,news,VVI,V,-,-,-,hold,hold,mrw,-,-,-,n,-,met,hold,0,,1,6,4,0,0,4,33,11,19,1,10,835,38,1,35,al5-fragment03_19,The Government will also encourage more family doctors to hold budgets to “buy” services for patients and is looking at ways to enable smaller practices to team up to secure the advantages of fund holding.
59351,al5-fragment03,news,VVG,V,-,-,-,look,looking,mrw,-,-,PP,n,-,met,looking,0,,1,6,4,0,0,4,33,11,19,1,19,835,38,1,35,al5-fragment03_19,The Government will also encourage more family doctors to hold budgets to “buy” services for patients and is looking at ways to enable smaller practices to team up to secure the advantages of fund holding.
59352,al5-fragment03,news,PRP,PR,-,-,-,at,at,mrw,-,-,-,n,-,met,at,0,,1,5,4,0,0,5,33,11,19,1,20,835,38,1,35,al5-fragment03_19,The Government will also encourage more family doctors to hold budgets to “buy” services for patients and is looking at ways to enable smaller practices to team up to secure the advantages of fund holding.
59353,al5-fragment03,news,NN2,N,-,-,-,way,ways,mrw,-,-,-,n,-,met,ways,0,,1,4,4,0,0,3,33,11,19,1,21,835,38,1,35,al5-fragment03_19,The Government will also encourage more family doctors to hold budgets to “buy” services for patients and is looking at ways to enable smaller practices to team up to secure the advantages of fund holding.
59355,al5-fragment03,news,VVI,V,-,-,-,enable,enable,mrw,-,-,PP,n,-,met,enable,0,,1,6,4,0,0,4,33,11,19,1,23,835,38,1,35,al5-fragment03_19,The Government will also encourage more family doctors to hold budgets to “buy” services for patients and is looking at ways to enable smaller practices to team up to secure the advantages of fund holding.
59362,al5-fragment03,news,VVI,V,-,-,-,secure,secure,mrw,-,-,double,n,-,met,secure,0,,1,6,4,0,0,4,33,11,19,1,30,835,38,1,35,al5-fragment03_19,The Government will also encourage more family doctors to hold budgets to “buy” services for patients and is looking at ways to enable smaller practices to team up to secure the advantages of fund holding.
59367,al5-fragment03,news,VVG-NN1,V,-,-,-,hold,holding,mrw,-,-,double,n,-,met,holding,0,,1,6,4,0,0,4,33,11,19,1,35,835,38,1,35,al5-fragment03_19,The Government will also encourage more family doctors to hold budgets to “buy” services for patients and is looking at ways to enable smaller practices to team up to secure the advantages of fund holding.
59372,al5-fragment03,news,VVN,V,-,-,-,give,given,mrw,-,-,double,n,-,met,given,0,,1,6,4,0,0,4,34,12,20,1,5,835,38,2,17,al5-fragment03_20,The election result has given the Conservatives five years in which to press ahead with the changes.
59377,al5-fragment03,news,PRP,PR,-,-,-,in,in,mrw,-,-,-,n,-,met,in,0,,1,5,4,0,0,5,34,12,20,1,10,835,38,2,17,al5-fragment03_20,The election result has given the Conservatives five years in which to press ahead with the changes.
59380,al5-fragment03,news,VVI,V,-,-,-,press,press,mrw,-,-,-,n,-,met,press,0,,1,6,4,0,0,4,34,12,20,1,13,835,38,2,17,al5-fragment03_20,The election result has given the Conservatives five years in which to press ahead with the changes.
59381,al5-fragment03,news,AV0,AV,-,-,-,ahead,ahead,mrw,-,-,-,n,-,met,ahead,0,,1,2,4,0,0,2,34,12,20,1,14,835,38,2,17,al5-fragment03_20,The election result has given the Conservatives five years in which to press ahead with the changes.
59382,al5-fragment03,news,PRP,PR,-,-,-,with,with,mrw,-,-,-,n,-,met,with,0,,1,5,4,0,0,5,34,12,20,1,15,835,38,2,17,al5-fragment03_20,The election result has given the Conservatives five years in which to press ahead with the changes.
59390,al5-fragment03,news,VVI,V,-,-,-,judge,judge,mrw,-,-,WIDLII,n,-,met,judge,0,,1,6,4,0,0,4,35,12,21,2,6,835,38,2,29,al5-fragment03_21,Most people are likely to judge the reforms on how long they have to wait for treatment — the issue behind the ‘ Jennifer's ear controversy during the election campaign.
59393,al5-fragment03,news,PRP,PR,-,-,-,on,on,mrw,-,-,-,n,-,met,on,0,,1,5,4,0,0,5,35,12,21,2,9,835,38,2,29,al5-fragment03_21,Most people are likely to judge the reforms on how long they have to wait for treatment — the issue behind the ‘ Jennifer's ear controversy during the election campaign.
59404,al5-fragment03,news,PRP,PR,-,-,-,behind,behind,mrw,-,-,-,n,-,met,behind,0,,1,5,4,0,0,5,35,12,21,2,20,835,38,2,29,al5-fragment03_21,Most people are likely to judge the reforms on how long they have to wait for treatment — the issue behind the ‘ Jennifer's ear controversy during the election campaign.
59413,al5-fragment03,news,NN1,N,-,-,-,campaign,campaign,mrw,-,-,-,n,-,met,campaign,0,,1,4,4,0,0,3,35,12,21,2,29,835,38,2,29,al5-fragment03_21,Most people are likely to judge the reforms on how long they have to wait for treatment — the issue behind the ‘ Jennifer's ear controversy during the election campaign.
59416,al5-fragment03,news,VVD,V,-,-,-,stress,stressed,mrw,-,-,-,n,-,met,stressed,0,,1,6,4,0,0,4,36,13,22,1,3,835,38,1,24,al5-fragment03_22,"Mrs Bottomley stressed her commitment to the Patient's Charter, which has already eliminated almost all waits of more than two years for NHS operations."
59419,al5-fragment03,news,PRP,PR,-,-,-,to,to,mrw,-,-,-,n,-,met,to,0,,1,5,4,0,0,5,36,13,22,1,6,835,38,1,24,al5-fragment03_22,"Mrs Bottomley stressed her commitment to the Patient's Charter, which has already eliminated almost all waits of more than two years for NHS operations."
59439,al5-fragment03,news,ORD,OR,-,-,-,next,next,mrw,-,-,-,n,-,met,next,0,,1,8,4,0,0,6,37,14,23,1,2,835,38,2,27,al5-fragment03_23,"The next step is to ensure that, from March, no one should have to wait more than 18 months for a hip or knee replacement or a cataract operation."
59440,al5-fragment03,news,NN1,N,-,-,-,step,step,mrw,-,-,-,n,-,met,step,0,,1,4,4,0,0,3,37,14,23,1,3,835,38,2,27,al5-fragment03_23,"The next step is to ensure that, from March, no one should have to wait more than 18 months for a hip or knee replacement or a cataract operation."
59445,al5-fragment03,news,PRP,PR,-,-,-,from,from,mrw,-,-,-,n,-,met,from,0,,1,5,4,0,0,5,37,14,23,1,8,835,38,2,27,al5-fragment03_23,"The next step is to ensure that, from March, no one should have to wait more than 18 months for a hip or knee replacement or a cataract operation."
59463,al5-fragment03,news,NN1,N,-,-,-,cataract,cataract,mrw,-,-,-,n,-,met,cataract,0,,1,4,4,0,0,3,37,14,23,1,26,835,38,2,27,al5-fragment03_23,"The next step is to ensure that, from March, no one should have to wait more than 18 months for a hip or knee replacement or a cataract operation."
59467,al5-fragment03,news,NN1,N,-,-,-,standard,standard,mrw,-,-,-,n,-,met,standard,0,,1,4,4,0,0,3,38,14,24,2,3,835,38,2,11,al5-fragment03_24,A national standard will also be set for outpatient waiting times.
59471,al5-fragment03,news,VVN,V,-,-,-,set,set,mrw,-,-,-,n,-,met,set,0,,1,6,4,0,0,4,38,14,24,2,7,835,38,2,11,al5-fragment03_24,A national standard will also be set for outpatient waiting times.
